station,hour,type,trips
Indiana Ave & Roosevelt Rd,3,totrips,0.0
Indiana Ave & Roosevelt Rd,4,fromtrips,0.0
Indiana Ave & Roosevelt Rd,4,totrips,0.0
Indiana Ave & Roosevelt Rd,5,fromtrips,0.1
Indiana Ave & Roosevelt Rd,5,totrips,0.1
Indiana Ave & Roosevelt Rd,6,fromtrips,0.3
Indiana Ave & Roosevelt Rd,6,totrips,0.2
Indiana Ave & Roosevelt Rd,7,fromtrips,1.4
Indiana Ave & Roosevelt Rd,7,totrips,0.4
Indiana Ave & Roosevelt Rd,8,fromtrips,2.0
Indiana Ave & Roosevelt Rd,8,totrips,0.9
Indiana Ave & Roosevelt Rd,9,fromtrips,0.9
Indiana Ave & Roosevelt Rd,9,totrips,0.9
Indiana Ave & Roosevelt Rd,10,fromtrips,0.9
Indiana Ave & Roosevelt Rd,10,totrips,0.9
Indiana Ave & Roosevelt Rd,11,fromtrips,1.2
Indiana Ave & Roosevelt Rd,11,totrips,1.5
Indiana Ave & Roosevelt Rd,12,fromtrips,1.7
Indiana Ave & Roosevelt Rd,12,totrips,1.7
Indiana Ave & Roosevelt Rd,13,fromtrips,1.6
Indiana Ave & Roosevelt Rd,13,totrips,1.7
Indiana Ave & Roosevelt Rd,14,fromtrips,1.5
Indiana Ave & Roosevelt Rd,14,totrips,1.5
Indiana Ave & Roosevelt Rd,15,fromtrips,1.7
Indiana Ave & Roosevelt Rd,15,totrips,1.4
Indiana Ave & Roosevelt Rd,16,fromtrips,1.6
Indiana Ave & Roosevelt Rd,16,totrips,1.9
Indiana Ave & Roosevelt Rd,17,fromtrips,2.3
Indiana Ave & Roosevelt Rd,17,totrips,2.8
Indiana Ave & Roosevelt Rd,18,fromtrips,1.2
Indiana Ave & Roosevelt Rd,18,totrips,1.7
Indiana Ave & Roosevelt Rd,19,fromtrips,0.6
Indiana Ave & Roosevelt Rd,19,totrips,1.0
Indiana Ave & Roosevelt Rd,20,fromtrips,0.6
Indiana Ave & Roosevelt Rd,20,totrips,0.7
Indiana Ave & Roosevelt Rd,21,fromtrips,0.3
Indiana Ave & Roosevelt Rd,21,totrips,0.5
Indiana Ave & Roosevelt Rd,22,fromtrips,0.2
Indiana Ave & Roosevelt Rd,22,totrips,0.4
Indiana Ave & Roosevelt Rd,23,fromtrips,0.2
Indiana Ave & Roosevelt Rd,23,totrips,0.3
Jefferson St & Monroe St,0,fromtrips,0.1
Jefferson St & Monroe St,0,totrips,0.2
Jefferson St & Monroe St,1,fromtrips,0.1
Jefferson St & Monroe St,1,totrips,0.1
Jefferson St & Monroe St,2,fromtrips,0.0
Jefferson St & Monroe St,2,totrips,0.1
Jefferson St & Monroe St,3,fromtrips,0.0
Jefferson St & Monroe St,3,totrips,0.0
Jefferson St & Monroe St,4,fromtrips,0.0
Jefferson St & Monroe St,4,totrips,0.0
Jefferson St & Monroe St,5,fromtrips,0.1
Jefferson St & Monroe St,5,totrips,0.3
Jefferson St & Monroe St,6,fromtrips,0.5
Jefferson St & Monroe St,6,totrips,0.6
Jefferson St & Monroe St,7,fromtrips,1.1
Jefferson St & Monroe St,7,totrips,1.2
Jefferson St & Monroe St,8,fromtrips,2.0
Jefferson St & Monroe St,8,totrips,1.8
Jefferson St & Monroe St,9,fromtrips,1.6
Jefferson St & Monroe St,9,totrips,1.2
Jefferson St & Monroe St,10,fromtrips,1.1
Jefferson St & Monroe St,10,totrips,0.9
Jefferson St & Monroe St,11,fromtrips,1.3
Jefferson St & Monroe St,11,totrips,1.1
Jefferson St & Monroe St,12,fromtrips,1.5
Jefferson St & Monroe St,12,totrips,1.0
Jefferson St & Monroe St,13,fromtrips,1.2
Jefferson St & Monroe St,13,totrips,1.0
Jefferson St & Monroe St,14,fromtrips,1.4
Jefferson St & Monroe St,14,totrips,1.0
Jefferson St & Monroe St,15,fromtrips,1.2
Jefferson St & Monroe St,15,totrips,1.0
Jefferson St & Monroe St,16,fromtrips,1.2
Jefferson St & Monroe St,16,totrips,1.2
Jefferson St & Monroe St,17,fromtrips,2.7
Jefferson St & Monroe St,17,totrips,2.3
Jefferson St & Monroe St,18,fromtrips,2.2
Jefferson St & Monroe St,18,totrips,1.5
Jefferson St & Monroe St,19,fromtrips,1.5
Jefferson St & Monroe St,19,totrips,1.2
Jefferson St & Monroe St,20,fromtrips,0.9
Jefferson St & Monroe St,20,totrips,1.0
Jefferson St & Monroe St,21,fromtrips,0.6
Jefferson St & Monroe St,21,totrips,0.8
Jefferson St & Monroe St,22,fromtrips,0.3
Jefferson St & Monroe St,22,totrips,0.4
Jefferson St & Monroe St,23,fromtrips,0.2
Jefferson St & Monroe St,23,totrips,0.3
Kedzie Ave & Milwaukee Ave,0,fromtrips,0.1
Kedzie Ave & Milwaukee Ave,0,totrips,0.2
Kedzie Ave & Milwaukee Ave,1,fromtrips,0.0
Kedzie Ave & Milwaukee Ave,1,totrips,0.0
Kedzie Ave & Milwaukee Ave,2,fromtrips,0.0
Kedzie Ave & Milwaukee Ave,2,totrips,0.0
Kedzie Ave & Milwaukee Ave,3,fromtrips,0.0
Kedzie Ave & Milwaukee Ave,3,totrips,0.0
Kedzie Ave & Milwaukee Ave,4,fromtrips,0.0
Kedzie Ave & Milwaukee Ave,4,totrips,0.0
Kedzie Ave & Milwaukee Ave,5,fromtrips,0.0
Kedzie Ave & Milwaukee Ave,5,totrips,0.0
Kedzie Ave & Milwaukee Ave,6,fromtrips,0.1
Kedzie Ave & Milwaukee Ave,6,totrips,0.0
Kedzie Ave & Milwaukee Ave,7,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,7,totrips,0.1
Kedzie Ave & Milwaukee Ave,8,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,8,totrips,0.1
Kedzie Ave & Milwaukee Ave,9,fromtrips,0.1
Kedzie Ave & Milwaukee Ave,9,totrips,0.1
Kedzie Ave & Milwaukee Ave,10,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,10,totrips,0.2
Kedzie Ave & Milwaukee Ave,11,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,11,totrips,0.3
Kedzie Ave & Milwaukee Ave,12,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,12,totrips,0.4
Kedzie Ave & Milwaukee Ave,13,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,13,totrips,0.3
Kedzie Ave & Milwaukee Ave,14,fromtrips,0.4
Kedzie Ave & Milwaukee Ave,14,totrips,0.3
Kedzie Ave & Milwaukee Ave,15,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,15,totrips,0.4
Kedzie Ave & Milwaukee Ave,16,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,16,totrips,0.3
Kedzie Ave & Milwaukee Ave,17,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,17,totrips,0.7
Kedzie Ave & Milwaukee Ave,18,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,18,totrips,0.8
Kedzie Ave & Milwaukee Ave,19,fromtrips,0.2
Kedzie Ave & Milwaukee Ave,19,totrips,0.4
Kedzie Ave & Milwaukee Ave,20,fromtrips,0.2
Kedzie Ave & Milwaukee Ave,20,totrips,0.4
Kedzie Ave & Milwaukee Ave,21,fromtrips,0.3
Kedzie Ave & Milwaukee Ave,21,totrips,0.3
Kedzie Ave & Milwaukee Ave,22,fromtrips,0.2
Kedzie Ave & Milwaukee Ave,22,totrips,0.2
Kedzie Ave & Milwaukee Ave,23,fromtrips,0.1
Kedzie Ave & Milwaukee Ave,23,totrips,0.1
Kedzie Ave & Palmer Ct,0,fromtrips,0.0
Kedzie Ave & Palmer Ct,0,totrips,0.0
Kedzie Ave & Palmer Ct,1,fromtrips,0.0
Kedzie Ave & Palmer Ct,1,totrips,0.0
Kedzie Ave & Palmer Ct,2,fromtrips,0.0
Kedzie Ave & Palmer Ct,2,totrips,0.0
Kedzie Ave & Palmer Ct,3,fromtrips,0.0
Kedzie Ave & Palmer Ct,3,totrips,0.0
Kedzie Ave & Palmer Ct,4,fromtrips,0.0
Kedzie Ave & Palmer Ct,4,totrips,0.0
Kedzie Ave & Palmer Ct,5,fromtrips,0.0
Kedzie Ave & Palmer Ct,5,totrips,0.0
Kedzie Ave & Palmer Ct,6,fromtrips,0.0
Kedzie Ave & Palmer Ct,6,totrips,0.0
Kedzie Ave & Palmer Ct,7,fromtrips,0.3
Kedzie Ave & Palmer Ct,7,totrips,0.0
Kedzie Ave & Palmer Ct,8,fromtrips,0.6
Kedzie Ave & Palmer Ct,8,totrips,0.0
Kedzie Ave & Palmer Ct,9,fromtrips,0.2
Kedzie Ave & Palmer Ct,9,totrips,0.0
Kedzie Ave & Palmer Ct,10,fromtrips,0.1
Kedzie Ave & Palmer Ct,10,totrips,0.0
Kedzie Ave & Palmer Ct,11,fromtrips,0.1
Kedzie Ave & Palmer Ct,11,totrips,0.0
Kedzie Ave & Palmer Ct,12,fromtrips,0.1
Kedzie Ave & Palmer Ct,12,totrips,0.1
Kedzie Ave & Palmer Ct,13,fromtrips,0.1
Kedzie Ave & Palmer Ct,13,totrips,0.1
Kedzie Ave & Palmer Ct,14,fromtrips,0.1
Kedzie Ave & Palmer Ct,14,totrips,0.1
Kedzie Ave & Palmer Ct,15,fromtrips,0.1
Kedzie Ave & Palmer Ct,15,totrips,0.1
Kedzie Ave & Palmer Ct,16,fromtrips,0.1
Kedzie Ave & Palmer Ct,16,totrips,0.1
Kedzie Ave & Palmer Ct,17,fromtrips,0.1
Kedzie Ave & Palmer Ct,17,totrips,0.3
Kedzie Ave & Palmer Ct,18,fromtrips,0.1
Kedzie Ave & Palmer Ct,18,totrips,0.3
Kedzie Ave & Palmer Ct,19,fromtrips,0.1
Kedzie Ave & Palmer Ct,19,totrips,0.3
Kedzie Ave & Palmer Ct,20,fromtrips,0.0
Kedzie Ave & Palmer Ct,20,totrips,0.2
Kedzie Ave & Palmer Ct,21,fromtrips,0.0
Kedzie Ave & Palmer Ct,21,totrips,0.1
Kedzie Ave & Palmer Ct,22,fromtrips,0.0
Kedzie Ave & Palmer Ct,22,totrips,0.1
Kedzie Ave & Palmer Ct,23,fromtrips,0.0
Kedzie Ave & Palmer Ct,23,totrips,0.1
Kimbark Ave & 53rd St,0,fromtrips,0.0
Kimbark Ave & 53rd St,0,totrips,0.0
Kimbark Ave & 53rd St,1,fromtrips,0.0
Kimbark Ave & 53rd St,1,totrips,0.0
Kimbark Ave & 53rd St,2,fromtrips,0.0
Kimbark Ave & 53rd St,2,totrips,0.0
Kimbark Ave & 53rd St,3,fromtrips,0.0
Kimbark Ave & 53rd St,3,totrips,0.0
Kimbark Ave & 53rd St,5,fromtrips,0.0
Kimbark Ave & 53rd St,5,totrips,0.0
Kimbark Ave & 53rd St,6,fromtrips,0.0
Kimbark Ave & 53rd St,6,totrips,0.0
Kimbark Ave & 53rd St,7,fromtrips,0.1
Kimbark Ave & 53rd St,7,totrips,0.1
Kimbark Ave & 53rd St,8,fromtrips,0.3
Kimbark Ave & 53rd St,8,totrips,0.1
Kimbark Ave & 53rd St,9,fromtrips,0.2
Kimbark Ave & 53rd St,9,totrips,0.0
Kimbark Ave & 53rd St,10,fromtrips,0.2
Kimbark Ave & 53rd St,10,totrips,0.1
Kimbark Ave & 53rd St,11,fromtrips,0.2
Kimbark Ave & 53rd St,11,totrips,0.1
Kimbark Ave & 53rd St,12,fromtrips,0.2
Kimbark Ave & 53rd St,12,totrips,0.1
Kimbark Ave & 53rd St,13,fromtrips,0.2
Kimbark Ave & 53rd St,13,totrips,0.2
Kimbark Ave & 53rd St,14,fromtrips,0.2
Kimbark Ave & 53rd St,14,totrips,0.2
Kimbark Ave & 53rd St,15,fromtrips,0.2
Kimbark Ave & 53rd St,15,totrips,0.3
Kimbark Ave & 53rd St,16,fromtrips,0.1
Kimbark Ave & 53rd St,16,totrips,0.4
Kimbark Ave & 53rd St,17,fromtrips,0.2
Kimbark Ave & 53rd St,17,totrips,0.4
Kimbark Ave & 53rd St,18,fromtrips,0.2
Kimbark Ave & 53rd St,18,totrips,0.2
Kimbark Ave & 53rd St,19,fromtrips,0.1
Kimbark Ave & 53rd St,19,totrips,0.2
Kimbark Ave & 53rd St,20,fromtrips,0.1
Kimbark Ave & 53rd St,20,totrips,0.1
Kimbark Ave & 53rd St,21,fromtrips,0.1
Kimbark Ave & 53rd St,21,totrips,0.1
Kimbark Ave & 53rd St,22,fromtrips,0.1
Kimbark Ave & 53rd St,22,totrips,0.1
Kimbark Ave & 53rd St,23,fromtrips,0.0
Kimbark Ave & 53rd St,23,totrips,0.1
King Dr & 47th St,0,fromtrips,0.0
King Dr & 47th St,0,totrips,0.0
King Dr & 47th St,1,fromtrips,0.0
King Dr & 47th St,1,totrips,0.0
King Dr & 47th St,2,fromtrips,0.0
King Dr & 47th St,2,totrips,0.0
King Dr & 47th St,3,fromtrips,0.0
King Dr & 47th St,3,totrips,0.0
King Dr & 47th St,4,fromtrips,0.0
King Dr & 47th St,4,totrips,0.0
King Dr & 47th St,5,fromtrips,0.0
King Dr & 47th St,5,totrips,0.0
King Dr & 47th St,6,fromtrips,0.0
King Dr & 47th St,6,totrips,0.0
King Dr & 47th St,7,fromtrips,0.0
King Dr & 47th St,7,totrips,0.1
King Dr & 47th St,8,fromtrips,0.1
King Dr & 47th St,8,totrips,0.1
King Dr & 47th St,9,fromtrips,0.0
King Dr & 47th St,9,totrips,0.0
King Dr & 47th St,10,fromtrips,0.1
King Dr & 47th St,10,totrips,0.1
King Dr & 47th St,11,fromtrips,0.0
King Dr & 47th St,11,totrips,0.0
King Dr & 47th St,12,fromtrips,0.1
King Dr & 47th St,12,totrips,0.1
King Dr & 47th St,13,fromtrips,0.1
King Dr & 47th St,13,totrips,0.1
King Dr & 47th St,14,fromtrips,0.1
King Dr & 47th St,14,totrips,0.1
King Dr & 47th St,15,fromtrips,0.1
King Dr & 47th St,15,totrips,0.1
King Dr & 47th St,16,fromtrips,0.1
King Dr & 47th St,16,totrips,0.1
King Dr & 47th St,17,fromtrips,0.1
King Dr & 47th St,17,totrips,0.1
King Dr & 47th St,18,fromtrips,0.1
King Dr & 47th St,18,totrips,0.1
King Dr & 47th St,19,fromtrips,0.1
King Dr & 47th St,19,totrips,0.1
King Dr & 47th St,20,fromtrips,0.0
King Dr & 47th St,20,totrips,0.0
King Dr & 47th St,21,fromtrips,0.0
King Dr & 47th St,21,totrips,0.0
King Dr & 47th St,22,fromtrips,0.0
King Dr & 47th St,22,totrips,0.0
King Dr & 47th St,23,fromtrips,0.0
King Dr & 47th St,23,totrips,0.0
Kingsbury St & Erie St,0,fromtrips,0.1
Kingsbury St & Erie St,0,totrips,0.1
Kingsbury St & Erie St,1,fromtrips,0.1
Kingsbury St & Erie St,1,totrips,0.2
Kingsbury St & Erie St,2,fromtrips,0.0
Kingsbury St & Erie St,2,totrips,0.1
Kingsbury St & Erie St,3,fromtrips,0.0
Kingsbury St & Erie St,3,totrips,0.1
Kingsbury St & Erie St,4,fromtrips,0.1
Kingsbury St & Erie St,4,totrips,0.1
Kingsbury St & Erie St,5,fromtrips,0.4
Kingsbury St & Erie St,5,totrips,0.1
Kingsbury St & Erie St,6,fromtrips,1.0
Kingsbury St & Erie St,6,totrips,0.3
Kingsbury St & Erie St,7,fromtrips,2.7
Kingsbury St & Erie St,7,totrips,0.8
Kingsbury St & Erie St,8,fromtrips,3.5
Kingsbury St & Erie St,8,totrips,2.3
Kingsbury St & Erie St,9,fromtrips,2.0
Kingsbury St & Erie St,9,totrips,1.9
Kingsbury St & Erie St,10,fromtrips,1.5
Kingsbury St & Erie St,10,totrips,1.0
Kingsbury St & Erie St,11,fromtrips,1.6
Kingsbury St & Erie St,11,totrips,1.2
Kingsbury St & Erie St,12,fromtrips,2.0
Kingsbury St & Erie St,12,totrips,1.6
Kingsbury St & Erie St,13,fromtrips,1.7
Kingsbury St & Erie St,13,totrips,1.7
Kingsbury St & Erie St,14,fromtrips,1.5
Kingsbury St & Erie St,14,totrips,1.6
Kingsbury St & Erie St,15,fromtrips,1.6
Kingsbury St & Erie St,15,totrips,1.8
Kingsbury St & Erie St,16,fromtrips,1.7
Kingsbury St & Erie St,16,totrips,2.7
Kingsbury St & Erie St,17,fromtrips,4.0
Kingsbury St & Erie St,17,totrips,4.3
Kingsbury St & Erie St,18,fromtrips,2.8
Kingsbury St & Erie St,18,totrips,3.0
Kingsbury St & Erie St,19,fromtrips,1.5
Kingsbury St & Erie St,19,totrips,1.6
Kingsbury St & Erie St,20,fromtrips,0.9
Kingsbury St & Erie St,20,totrips,1.3
Kingsbury St & Erie St,21,fromtrips,0.6
Kingsbury St & Erie St,21,totrips,1.1
Kingsbury St & Erie St,22,fromtrips,0.4
Kingsbury St & Erie St,22,totrips,0.6
Kingsbury St & Erie St,23,fromtrips,0.3
Kingsbury St & Erie St,23,totrips,0.4
LaSalle St & Illinois St,0,fromtrips,0.5
LaSalle St & Illinois St,0,totrips,0.2
LaSalle St & Illinois St,1,fromtrips,0.4
LaSalle St & Illinois St,1,totrips,0.2
LaSalle St & Illinois St,2,fromtrips,0.2
LaSalle St & Illinois St,2,totrips,0.1
LaSalle St & Illinois St,3,fromtrips,0.1
LaSalle St & Illinois St,3,totrips,0.0
LaSalle St & Illinois St,4,fromtrips,0.0
LaSalle St & Illinois St,4,totrips,0.0
LaSalle St & Illinois St,5,fromtrips,0.0
LaSalle St & Illinois St,5,totrips,0.1
LaSalle St & Illinois St,6,fromtrips,0.2
LaSalle St & Illinois St,6,totrips,0.6
LaSalle St & Illinois St,7,fromtrips,0.7
LaSalle St & Illinois St,7,totrips,3.3
LaSalle St & Illinois St,8,fromtrips,1.2
LaSalle St & Illinois St,8,totrips,3.8
LaSalle St & Illinois St,9,fromtrips,1.2
LaSalle St & Illinois St,9,totrips,2.0
LaSalle St & Illinois St,10,fromtrips,1.4
LaSalle St & Illinois St,10,totrips,1.5
LaSalle St & Illinois St,11,fromtrips,1.8
LaSalle St & Illinois St,11,totrips,2.2
LaSalle St & Illinois St,12,fromtrips,2.2
LaSalle St & Illinois St,12,totrips,2.4
LaSalle St & Illinois St,13,fromtrips,2.3
LaSalle St & Illinois St,13,totrips,2.1
LaSalle St & Illinois St,14,fromtrips,2.3
LaSalle St & Illinois St,14,totrips,1.8
LaSalle St & Illinois St,15,fromtrips,2.0
LaSalle St & Illinois St,15,totrips,1.8
LaSalle St & Illinois St,16,fromtrips,3.7
LaSalle St & Illinois St,16,totrips,2.6
LaSalle St & Illinois St,17,fromtrips,4.9
LaSalle St & Illinois St,17,totrips,3.5
LaSalle St & Illinois St,18,fromtrips,2.7
LaSalle St & Illinois St,18,totrips,2.5
LaSalle St & Illinois St,19,fromtrips,1.9
LaSalle St & Illinois St,19,totrips,1.7
LaSalle St & Illinois St,20,fromtrips,1.5
LaSalle St & Illinois St,20,totrips,1.2
LaSalle St & Illinois St,21,fromtrips,1.3
LaSalle St & Illinois St,21,totrips,1.2
LaSalle St & Illinois St,22,fromtrips,0.9
LaSalle St & Illinois St,22,totrips,0.6
LaSalle St & Illinois St,23,fromtrips,0.7
LaSalle St & Illinois St,23,totrips,0.5
LaSalle St & Jackson Blvd,0,fromtrips,0.1
LaSalle St & Jackson Blvd,0,totrips,0.1
LaSalle St & Jackson Blvd,1,fromtrips,0.1
LaSalle St & Jackson Blvd,1,totrips,0.0
LaSalle St & Jackson Blvd,2,fromtrips,0.1
LaSalle St & Jackson Blvd,2,totrips,0.0
LaSalle St & Jackson Blvd,3,fromtrips,0.0
LaSalle St & Jackson Blvd,3,totrips,0.0
LaSalle St & Jackson Blvd,4,fromtrips,0.2
LaSalle St & Jackson Blvd,4,totrips,0.3
LaSalle St & Jackson Blvd,5,fromtrips,0.1
LaSalle St & Jackson Blvd,5,totrips,0.1
LaSalle St & Jackson Blvd,6,fromtrips,0.2
LaSalle St & Jackson Blvd,6,totrips,1.8
LaSalle St & Jackson Blvd,7,fromtrips,0.9
LaSalle St & Jackson Blvd,7,totrips,4.0
LaSalle St & Jackson Blvd,8,fromtrips,0.8
LaSalle St & Jackson Blvd,8,totrips,4.3
LaSalle St & Jackson Blvd,9,fromtrips,0.4
LaSalle St & Jackson Blvd,9,totrips,2.0
LaSalle St & Jackson Blvd,10,fromtrips,0.5
LaSalle St & Jackson Blvd,10,totrips,0.9
LaSalle St & Jackson Blvd,11,fromtrips,1.2
LaSalle St & Jackson Blvd,11,totrips,0.8
LaSalle St & Jackson Blvd,12,fromtrips,1.2
LaSalle St & Jackson Blvd,12,totrips,1.1
LaSalle St & Jackson Blvd,13,fromtrips,1.5
LaSalle St & Jackson Blvd,13,totrips,1.0
LaSalle St & Jackson Blvd,14,fromtrips,1.4
LaSalle St & Jackson Blvd,14,totrips,0.6
LaSalle St & Jackson Blvd,15,fromtrips,2.4
LaSalle St & Jackson Blvd,15,totrips,0.7
LaSalle St & Jackson Blvd,16,fromtrips,2.9
LaSalle St & Jackson Blvd,16,totrips,1.0
LaSalle St & Jackson Blvd,17,fromtrips,4.3
LaSalle St & Jackson Blvd,17,totrips,1.3
LaSalle St & Jackson Blvd,18,fromtrips,2.0
LaSalle St & Jackson Blvd,18,totrips,0.4
LaSalle St & Jackson Blvd,19,fromtrips,0.8
LaSalle St & Jackson Blvd,19,totrips,0.2
LaSalle St & Jackson Blvd,20,fromtrips,0.4
LaSalle St & Jackson Blvd,20,totrips,0.1
LaSalle St & Jackson Blvd,21,fromtrips,0.2
LaSalle St & Jackson Blvd,21,totrips,0.1
LaSalle St & Jackson Blvd,22,fromtrips,0.2
LaSalle St & Jackson Blvd,22,totrips,0.0
LaSalle St & Jackson Blvd,23,fromtrips,0.1
LaSalle St & Jackson Blvd,23,totrips,0.1
LaSalle St & Washington St,0,fromtrips,0.1
LaSalle St & Washington St,0,totrips,0.0
LaSalle St & Washington St,1,fromtrips,0.1
LaSalle St & Washington St,1,totrips,0.0
LaSalle St & Washington St,2,fromtrips,0.0
LaSalle St & Washington St,2,totrips,0.0
LaSalle St & Washington St,3,fromtrips,0.0
LaSalle St & Washington St,3,totrips,0.0
LaSalle St & Washington St,4,fromtrips,0.0
LaSalle St & Washington St,4,totrips,0.0
LaSalle St & Washington St,5,fromtrips,0.0
LaSalle St & Washington St,5,totrips,0.3
LaSalle St & Washington St,6,fromtrips,0.1
LaSalle St & Washington St,6,totrips,1.1
LaSalle St & Washington St,7,fromtrips,0.5
LaSalle St & Washington St,7,totrips,2.8
LaSalle St & Washington St,8,fromtrips,0.6
LaSalle St & Washington St,8,totrips,4.0
LaSalle St & Washington St,9,fromtrips,0.7
LaSalle St & Washington St,9,totrips,1.6
LaSalle St & Washington St,10,fromtrips,1.0
LaSalle St & Washington St,10,totrips,1.2
LaSalle St & Washington St,11,fromtrips,1.8
LaSalle St & Washington St,11,totrips,1.6
LaSalle St & Washington St,12,fromtrips,2.0
LaSalle St & Washington St,12,totrips,1.8
LaSalle St & Washington St,13,fromtrips,1.8
LaSalle St & Washington St,13,totrips,2.0
LaSalle St & Washington St,14,fromtrips,1.6
LaSalle St & Washington St,14,totrips,1.2
LaSalle St & Washington St,15,fromtrips,2.5
LaSalle St & Washington St,15,totrips,1.1
LaSalle St & Washington St,16,fromtrips,3.9
LaSalle St & Washington St,16,totrips,1.0
LaSalle St & Washington St,17,fromtrips,5.7
LaSalle St & Washington St,17,totrips,1.0
LaSalle St & Washington St,18,fromtrips,2.5
LaSalle St & Washington St,18,totrips,0.5
LaSalle St & Washington St,19,fromtrips,1.0
LaSalle St & Washington St,19,totrips,0.3
LaSalle St & Washington St,20,fromtrips,0.7
LaSalle St & Washington St,20,totrips,0.3
LaSalle St & Washington St,21,fromtrips,0.4
LaSalle St & Washington St,21,totrips,0.3
LaSalle St & Washington St,22,fromtrips,0.2
LaSalle St & Washington St,22,totrips,0.2
LaSalle St & Washington St,23,fromtrips,0.2
LaSalle St & Washington St,23,totrips,0.1
Lake Park Ave & 47th St,1,fromtrips,0.0
Lake Park Ave & 47th St,1,totrips,0.0
Lake Park Ave & 47th St,2,fromtrips,0.0
Lake Park Ave & 47th St,2,totrips,0.0
Lake Park Ave & 47th St,3,fromtrips,0.0
Lake Park Ave & 47th St,3,totrips,0.0
Lake Park Ave & 47th St,6,fromtrips,0.0
Lake Park Ave & 47th St,6,totrips,0.0
Lake Park Ave & 47th St,7,fromtrips,0.0
Lake Park Ave & 47th St,7,totrips,0.1
Lake Park Ave & 47th St,8,fromtrips,0.0
Lake Park Ave & 47th St,8,totrips,0.1
Lake Park Ave & 47th St,9,fromtrips,0.1
Lake Park Ave & 47th St,9,totrips,0.1
Lake Park Ave & 47th St,10,fromtrips,0.1
Lake Park Ave & 47th St,10,totrips,0.1
Lake Park Ave & 47th St,11,fromtrips,0.2
Lake Park Ave & 47th St,11,totrips,0.1
Lake Park Ave & 47th St,12,fromtrips,0.1
Lake Park Ave & 47th St,12,totrips,0.2
Lake Park Ave & 47th St,13,fromtrips,0.1
Lake Park Ave & 47th St,13,totrips,0.2
Lake Park Ave & 47th St,14,fromtrips,0.1
Lake Park Ave & 47th St,14,totrips,0.2
Lake Park Ave & 47th St,15,fromtrips,0.2
Lake Park Ave & 47th St,15,totrips,0.2
Lake Park Ave & 47th St,16,fromtrips,0.2
Lake Park Ave & 47th St,16,totrips,0.1
Lake Park Ave & 47th St,17,fromtrips,0.2
Lake Park Ave & 47th St,17,totrips,0.1
Lake Park Ave & 47th St,18,fromtrips,0.1
Lake Park Ave & 47th St,18,totrips,0.1
Lake Park Ave & 47th St,19,fromtrips,0.1
Lake Park Ave & 47th St,19,totrips,0.0
Lake Park Ave & 47th St,20,fromtrips,0.1
Lake Park Ave & 47th St,20,totrips,0.0
Lake Park Ave & 47th St,21,fromtrips,0.0
Lake Park Ave & 47th St,21,totrips,0.0
Lake Park Ave & 47th St,22,fromtrips,0.0
Lake Park Ave & 47th St,22,totrips,0.0
Lake Park Ave & 47th St,23,fromtrips,0.0
Lake Park Ave & 47th St,23,totrips,0.0
Lake Park Ave & 56th St,0,fromtrips,0.0
Lake Park Ave & 56th St,0,totrips,0.0
Lake Park Ave & 56th St,1,fromtrips,0.0
Lake Park Ave & 56th St,1,totrips,0.0
Lake Park Ave & 56th St,5,fromtrips,0.0
Lake Park Ave & 56th St,5,totrips,0.0
Lake Park Ave & 56th St,6,fromtrips,0.0
Lake Park Ave & 56th St,6,totrips,0.0
Lake Park Ave & 56th St,7,fromtrips,0.0
Lake Park Ave & 56th St,7,totrips,0.0
Lake Park Ave & 56th St,8,fromtrips,0.1
Lake Park Ave & 56th St,8,totrips,0.3
Lake Park Ave & 56th St,9,fromtrips,0.1
Lake Park Ave & 56th St,9,totrips,0.1
Lake Park Ave & 56th St,10,fromtrips,0.1
Lake Park Ave & 56th St,10,totrips,0.1
Lake Park Ave & 56th St,11,fromtrips,0.1
Lake Park Ave & 56th St,11,totrips,0.1
Lake Park Ave & 56th St,12,fromtrips,0.1
Lake Park Ave & 56th St,12,totrips,0.1
Lake Park Ave & 56th St,13,fromtrips,0.1
Lake Park Ave & 56th St,13,totrips,0.1
Lake Park Ave & 56th St,14,fromtrips,0.1
Lake Park Ave & 56th St,14,totrips,0.1
Lake Park Ave & 56th St,15,fromtrips,0.1
Lake Park Ave & 56th St,15,totrips,0.1
Lake Park Ave & 56th St,16,fromtrips,0.2
Lake Park Ave & 56th St,16,totrips,0.1
Lake Park Ave & 56th St,17,fromtrips,0.1
Lake Park Ave & 56th St,17,totrips,0.1
Lake Park Ave & 56th St,18,fromtrips,0.1
Lake Park Ave & 56th St,18,totrips,0.1
Lake Park Ave & 56th St,19,fromtrips,0.1
Lake Park Ave & 56th St,19,totrips,0.1
Lake Park Ave & 56th St,20,fromtrips,0.0
Lake Park Ave & 56th St,20,totrips,0.0
